"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDO38",17.25,"Low Fat",0.07248633,"Canned",78.9986,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2259.059,"train",28,"Food"
"FDA45",21.25,"Low Fat",0.1556948,"Snack Foods",177.637,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2999.429,"train",11,"Food"
"FDP27",8.155,"Low Fat",0.2091427,"Meat",190.953,"OUT019",1985,"Small","Tier 1","Grocery Store",379.506,"train",28,"Food"
"DRG36",14.15,"Low Fat",0.09529885,"Soft Drinks",171.8106,"OUT013",1987,"High","Tier 3","Supermarket Type1",3935.544,"train",26,"Drinks"
"DRL47",19.7,"Low Fat",0.03873678,"Hard Drinks",127.4362,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1510.034,"train",16,"Drinks"
"NCA05",20.75,"Low Fat",0.04400049,"Health and Hygiene",148.2734,"OUT019",1985,"Small","Tier 1","Grocery Store",296.9468,"train",28,"Non-Consumable"
"FDL38",13.8,"Regular",0.01472085,"Canned",89.9172,"OUT013",1987,"High","Tier 3","Supermarket Type1",1516.692,"train",26,"Food"
"FDC32",18.35,"Low Fat",0.09909026,"Fruits and Vegetables",94.0462,"OUT035",2004,"Small","Tier 2","Supermarket Type1",555.2772,"train",9,"Food"
"NCI06",11.3,"Low Fat",0.04781446,"Household",179.266,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5033.448,"train",11,"Non-Consumable"
"FDI05",8.35,"Regular",0.127067,"Frozen Foods",76.5354,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1655.179,"train",14,"Food"
"FDR52",12.65,"Regular",0.07647473,"Frozen Foods",191.8846,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1146.508,"train",6,"Food"
"FDU26",16.7,"Regular",0.04286003,"Dairy",120.3782,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1668.495,"train",6,"Food"
"FDG33",5.365,"Regular",0.1410335,"Seafood",173.6764,"OUT017",2007,"Small","Tier 2","Supermarket Type1",858.882,"train",6,"Food"
"FDE38",6.52,"Low Fat",0.04460716,"Canned",164.2842,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2818.331,"train",16,"Food"
"FDI35",14,"Low Fat",0.04128336,"Starchy Foods",182.4634,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5452.902,"train",9,"Food"
"FDN23",6.575,"Regular",0.07544492,"Breads",146.0444,"OUT013",1987,"High","Tier 3","Supermarket Type1",2612.599,"train",26,"Food"
"NCP54",15.35,"Low Fat",0.03514302,"Household",124.373,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2093.941,"train",9,"Non-Consumable"
"FDO39",6.985,"Regular",0.1372526,"Meat",183.7608,"OUT013",1987,"High","Tier 3","Supermarket Type1",2940.173,"train",26,"Food"
"NCT17",10.8,"Low Fat",0.04183101,"Health and Hygiene",186.6214,"OUT013",1987,"High","Tier 3","Supermarket Type1",2261.057,"train",26,"Non-Consumable"
"NCK30",14.85,"Low Fat",0.06096704,"Household",254.3698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4566.056,"train",9,"Non-Consumable"
"FDM24",6.135,"Regular",0.07894322,"Baking Goods",152.7366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1813.639,"train",28,"Food"
"FDA35",14.85,"Regular",0.05383756,"Baking Goods",120.8072,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4287.752,"train",16,"Food"
"NCM07",9.395,"Low Fat",0.03992858,"Others",83.2908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1258.362,"train",26,"Non-Consumable"
"FDD09",13.5,"Low Fat",0.021618,"Fruits and Vegetables",179.6976,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1810.976,"train",6,"Food"
"FDW07",18,"Regular",0.143496,"Fruits and Vegetables",88.7514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1062.617,"train",6,"Food"
"FDM27",12.35,"Regular",0.157702,"Meat",158.7946,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5522.811,"train",28,"Food"
"NCY53",20,"Low Fat",0.05871957,"Health and Hygiene",111.0544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",894.8352,"train",4,"Non-Consumable"
"FDA10",20.35,"Low Fat",0.1426182,"Snack Foods",123.2072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1225.072,"train",6,"Food"
"DRB24",8.785,"Low Fat",0.02057333,"Soft Drinks",156.4656,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2162.518,"train",9,"Drinks"
"NCN53",5.175,"Low Fat",0.03020847,"Health and Hygiene",35.4874,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1693.795,"train",28,"Non-Consumable"
"FDA31",7.1,"Low Fat",0.1102348,"Fruits and Vegetables",171.708,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3115.944,"train",11,"Food"
"FDE24",14.85,"Low Fat",0.09399129,"Baking Goods",140.9812,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3277.068,"train",6,"Food"
"FDA04",11.3,"Regular",0.06700183,"Frozen Foods",259.1962,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5438.92,"train",4,"Food"
"FDV26",20.25,"Regular",0.07631491,"Dairy",196.7794,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2731.112,"train",11,"Food"
"FDF40",20.25,"Regular",0.02240312,"Dairy",250.9092,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8217.304,"train",28,"Food"
"FDH34",8.63,"Low Fat",0.03094467,"Snack Foods",186.6582,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3715.164,"train",28,"Food"
"FDO16",5.48,"Low Fat",0.02528802,"Frozen Foods",83.325,"OUT010",1998,"Small","Tier 3","Grocery Store",416.125,"train",15,"Food"
"FDZ43",11,"Regular",0.05705855,"Fruits and Vegetables",241.7512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3635.268,"train",16,"Food"
"DRJ51",14.1,"Low Fat",0.0856,"Dairy",231.9668,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1842.934,"train",14,"Drinks"
"NCL07",13.85,"Low Fat",0.05486977,"Others",40.548,"OUT019",1985,"Small","Tier 1","Grocery Store",39.948,"train",28,"Non-Consumable"
"FDU58",6.61,"Regular",0.02900624,"Snack Foods",186.0898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2619.257,"train",9,"Food"
"FDI26",5.94,"Low Fat",0.03488014,"Canned",177.9344,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4460.86,"train",9,"Food"
"FDG24",7.975,"Low Fat",0.01471391,"Baking Goods",83.125,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2579.975,"train",6,"Food"
"NCM19",12.65,"Low Fat",0.04723725,"Others",112.5202,"OUT046",1997,"Small","Tier 1","Supermarket Type1",787.6414,"train",16,"Non-Consumable"
"NCO29",11.15,"Low Fat",0.03230634,"Health and Hygiene",166.3526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",986.7156,"train",14,"Non-Consumable"
"NCM05",6.825,"Low Fat",0.1001716,"Health and Hygiene",262.7226,"OUT010",1998,"Small","Tier 3","Grocery Store",264.3226,"train",15,"Non-Consumable"
"NCE07",8.18,"Low Fat",0.01313003,"Household",142.6154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",709.077,"train",16,"Non-Consumable"
"FDR10",17.6,"Low Fat",0.01009668,"Snack Foods",160.4552,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2599.283,"train",6,"Food"
"FDO12",15.75,"Low Fat",0.05501594,"Baking Goods",194.3452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2740.433,"train",14,"Food"
"FDC17",12.15,"Low Fat",0.01546073,"Frozen Foods",211.8928,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5890.998,"train",16,"Food"
"FDF34",9.3,"Regular",0.02346559,"Snack Foods",197.6084,"OUT010",1998,"Small","Tier 3","Grocery Store",595.2252,"train",15,"Food"
"FDO22",13.5,"Regular",0.01793222,"Snack Foods",78.796,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",239.688,"train",4,"Food"
"FDT52",9.695,"Regular",0.04742061,"Frozen Foods",246.0144,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4165.245,"train",9,"Food"
"FDR24",17.35,"Regular",0.06254732,"Baking Goods",88.383,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2067.309,"train",28,"Food"
"FDP08",20.5,"Regular",0.11241,"Fruits and Vegetables",192.2478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3874.956,"train",16,"Food"
"FDF39",14.85,"Regular",0.01951129,"Dairy",262.591,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4996.829,"train",16,"Food"
"NCQ06",13,"Low Fat",0.04178972,"Household",256.1014,"OUT013",1987,"High","Tier 3","Supermarket Type1",2550.014,"train",26,"Non-Consumable"
"FDR04",7.075,"Low Fat",0.0225482,"Frozen Foods",95.7068,"OUT013",1987,"High","Tier 3","Supermarket Type1",583.2408,"train",26,"Food"
"FDQ32",17.85,"Regular",0.04659968,"Fruits and Vegetables",125.1388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1981.421,"train",9,"Food"
"DRD15",10.6,"Low Fat",0.09506473,"Dairy",232.4642,"OUT010",1998,"Small","Tier 3","Grocery Store",697.0926,"train",15,"Drinks"
"FDB02",9.695,"Regular",0.02928308,"Canned",175.137,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3705.177,"train",4,"Food"
"NCS18",12.65,"Low Fat",0.04238307,"Household",108.0938,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1607.907,"train",4,"Non-Consumable"
"NCS30",5.945,"Low Fat",0.1557068,"Household",127.9652,"OUT010",1998,"Small","Tier 3","Grocery Store",645.826,"train",15,"Non-Consumable"
"FDN15",17.5,"Low Fat",0.016768,"Meat",141.418,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1957.452,"train",11,"Food"
"NCL31",7.39,"Low Fat",0.1209613,"Others",143.847,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4866.998,"train",6,"Non-Consumable"
"FDV31",9.8,"Low Fat",0.1786229,"Fruits and Vegetables",177.937,"OUT010",1998,"Small","Tier 3","Grocery Store",176.437,"train",15,"Food"
"FDF38",11.8,"Regular",0.02633607,"Canned",40.6138,"OUT013",1987,"High","Tier 3","Supermarket Type1",406.138,"train",26,"Food"
"DRK59",8.895,"Low Fat",0.1262875,"Hard Drinks",235.5616,"OUT010",1998,"Small","Tier 3","Grocery Store",468.7232,"train",15,"Drinks"
"DRJ24",11.8,"Low Fat",0.1135054,"Soft Drinks",186.8924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2961.478,"train",14,"Drinks"
"FDW51",6.155,"Regular",0.09420148,"Meat",213.356,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6817.792,"train",28,"Food"
"FDN49",17.25,"Regular",0.1252245,"Breakfast",41.248,"OUT046",1997,"Small","Tier 1","Supermarket Type1",679.116,"train",16,"Food"
"FDE20",11.35,"Regular",0.005561798,"Fruits and Vegetables",168.379,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3225.801,"train",6,"Food"
"FDV38",19.25,"Low Fat",0.1019802,"Dairy",54.3956,"OUT045",2002,"Small","Tier 2","Supermarket Type1",873.5296,"train",11,"Food"
"FDH60",19.7,"Regular",0.08119371,"Baking Goods",198.411,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2553.343,"train",6,"Food"
"NCD55",14,"Low Fat",0.02436901,"Household",40.2454,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",922.7988,"train",14,"Non-Consumable"
"FDU13",8.355,"Low Fat",0.1886195,"Canned",146.4418,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3089.978,"train",6,"Food"
"FDZ07",15.1,"Regular",0.09403729,"Fruits and Vegetables",62.3194,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",495.3552,"train",14,"Food"
"FDY13",12.1,"Low Fat",0.03018851,"Canned",77.367,"OUT045",2002,"Small","Tier 2","Supermarket Type1",612.536,"train",11,"Food"
"FDP56",8.185,"Low Fat",0.04657841,"Fruits and Vegetables",48.6692,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1182.461,"train",11,"Food"
"DRA59",8.27,"Regular",0.2239853,"Soft Drinks",186.2924,"OUT019",1985,"Small","Tier 1","Grocery Store",555.2772,"train",28,"Drinks"
"FDY40",15.5,"Regular",0.08576356,"Frozen Foods",49.0692,"OUT013",1987,"High","Tier 3","Supermarket Type1",295.6152,"train",26,"Food"
"FDW40",14,"Regular",0.1051455,"Frozen Foods",144.2812,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4844.361,"train",16,"Food"
"NCW17",18,"Low Fat",0.01938257,"Health and Hygiene",129.3994,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3340.984,"train",9,"Non-Consumable"
"DRN37",9.6,"Low Fat",0.0909,"Soft Drinks",166.5158,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3509.432,"train",14,"Drinks"
"FDZ19",6.425,"Low Fat",0.09300234,"Fruits and Vegetables",177.7712,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4921.594,"train",28,"Food"
"FDW34",9.6,"Low Fat",0.03554953,"Snack Foods",244.117,"OUT013",1987,"High","Tier 3","Supermarket Type1",5346.374,"train",26,"Food"
"FDC28",7.905,"Low Fat",0.05472064,"Frozen Foods",107.8254,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2387.559,"train",28,"Food"
"FDB29",16.7,"Regular",0.05270814,"Frozen Foods",114.7176,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2404.87,"train",6,"Food"
"FDE26",9.3,"Low Fat",0.08914415,"Canned",144.9786,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1011.35,"train",14,"Food"
"FDG45",8.1,"Low Fat",0.1280119,"Fruits and Vegetables",210.9902,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6371.706,"train",9,"Food"
"NCC18",19.1,"Low Fat",0.1782727,"Household",172.4422,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1551.98,"train",6,"Non-Consumable"
"NCU54",8.88,"Low Fat",0.09902412,"Household",208.527,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3145.905,"train",4,"Non-Consumable"
"FDF26",6.825,"Regular",0.04689854,"Canned",153.7998,"OUT017",2007,"Small","Tier 2","Supermarket Type1",922.7988,"train",6,"Food"
"FDX52",11.5,"Regular",0.04199462,"Frozen Foods",194.782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3475.476,"train",9,"Food"
"FDR04",7.075,"Low Fat",0.02269462,"Frozen Foods",98.8068,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2527.377,"train",6,"Food"
"NCP06",20.7,"Low Fat",0.03946779,"Household",151.7366,"OUT017",2007,"Small","Tier 2","Supermarket Type1",604.5464,"train",6,"Non-Consumable"
"FDN25",7.895,"Regular",0.06127065,"Breakfast",56.7588,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",343.5528,"train",14,"Food"
"NCH42",6.86,"Low Fat",0.03668616,"Household",229.601,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2526.711,"train",4,"Non-Consumable"
"FDO46",9.6,"Regular",0.01420067,"Snack Foods",187.1872,"OUT013",1987,"High","Tier 3","Supermarket Type1",3214.482,"train",26,"Food"
"NCG54",12.1,"Low Fat",0.07980627,"Household",172.1106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3422.212,"train",16,"Non-Consumable"
"FDU07",11.1,"Low Fat",0.05979717,"Fruits and Vegetables",151.8366,"OUT013",1987,"High","Tier 3","Supermarket Type1",1057.956,"train",26,"Food"
"DRJ11",9.5,"Low Fat",0.0726,"Hard Drinks",190.9872,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3025.395,"train",11,"Drinks"
"FDH10",21,"Low Fat",0.04938167,"Snack Foods",193.0478,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1549.982,"train",14,"Food"
"FDN56",5.46,"Regular",0.1070572,"Fruits and Vegetables",144.9786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2022.7,"train",16,"Food"
"FDY56",16.35,"Regular",0.1092743,"Fruits and Vegetables",225.3062,"OUT019",1985,"Small","Tier 1","Grocery Store",677.1186,"train",28,"Food"
"NCQ53",17.6,"Low Fat",0.01888959,"Health and Hygiene",236.259,"OUT013",1987,"High","Tier 3","Supermarket Type1",4727.18,"train",26,"Non-Consumable"
"NCN54",20.35,"Low Fat",0.02136972,"Household",75.8328,"OUT045",2002,"Small","Tier 2","Supermarket Type1",154.4656,"train",11,"Non-Consumable"
"NCC43",7.39,"Low Fat",0.09292715,"Household",249.5066,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4267.112,"train",14,"Non-Consumable"
"FDB35",12.3,"Regular",0.1131395,"Starchy Foods",92.9804,"OUT019",1985,"Small","Tier 1","Grocery Store",183.7608,"train",28,"Food"
"FDX33",9.195,"Regular",0.1173871,"Snack Foods",160.2578,"OUT013",1987,"High","Tier 3","Supermarket Type1",4492.818,"train",26,"Food"
"NCT06",17.1,"Low Fat",0.03873023,"Household",166.2842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4807.742,"train",9,"Non-Consumable"
"FDM50",13,"Regular",0.03021174,"Canned",59.322,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",539.298,"train",4,"Food"
"FDC37",15.5,"Low Fat",0.03292446,"Baking Goods",107.2938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2143.876,"train",14,"Food"
"NCT54",8.695,"Low Fat",0.1200225,"Household",94.8094,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1428.141,"train",4,"Non-Consumable"
"FDG34",11.5,"Regular",0.03738849,"Snack Foods",107.8254,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1410.83,"train",28,"Food"
"NCW54",7.5,"Low Fat",0.09641326,"Household",55.3588,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1030.658,"train",16,"Non-Consumable"
"FDZ46",7.485,"Low Fat",0.0694053,"Snack Foods",112.1228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1105.228,"train",4,"Food"
"NCK19",9.8,"Low Fat",0.09064911,"Others",194.3478,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4649.947,"train",11,"Non-Consumable"
"NCQ05",11.395,"Low Fat",0.0216499,"Health and Hygiene",150.8708,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4363.653,"train",11,"Non-Consumable"
"NCE54",20.7,"Low Fat",0.02689477,"Household",76.7354,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2482.768,"train",9,"Non-Consumable"
"FDH17",16.2,"Regular",0.01667923,"Frozen Foods",96.3726,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2740.433,"train",14,"Food"
"FDB23",19.2,"Regular",0.00978492,"Starchy Foods",225.9062,"OUT019",1985,"Small","Tier 1","Grocery Store",451.4124,"train",28,"Food"
"DRL49",13.15,"Low Fat",0.05642902,"Soft Drinks",144.2812,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1282.331,"train",16,"Drinks"
"FDT03",21.25,"Low Fat",0.009998763,"Meat",182.3608,"OUT046",1997,"Small","Tier 1","Supermarket Type1",551.2824,"train",16,"Food"
"FDW59",13.15,"Low Fat",0.02075793,"Breads",84.3566,"OUT045",2002,"Small","Tier 2","Supermarket Type1",761.0094,"train",11,"Food"
"NCB18",19.6,"Low Fat",0.04137491,"Household",89.2514,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1416.822,"train",11,"Non-Consumable"
"FDI22",12.6,"Low Fat",0.09675665,"Snack Foods",208.7612,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5226.53,"train",6,"Food"
"FDZ50",12.8,"Regular",0.07952362,"Dairy",181.7608,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4961.542,"train",6,"Food"
"FDS14",7.285,"Low Fat",0.0486,"Dairy",155.1288,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1414.159,"train",6,"Food"
"NCN19",13.1,"Low Fat",0.01216799,"Others",190.253,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4174.566,"train",6,"Non-Consumable"
"FDG46",8.63,"Regular",0.0329764,"Snack Foods",114.6518,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2846.295,"train",11,"Food"
"FDS04",10.195,"Regular",0.1474925,"Frozen Foods",141.5838,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1685.806,"train",6,"Food"
"FDM58",16.85,"Regular",0.0592,"Snack Foods",110.0544,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2572.651,"train",14,"Food"
"FDB60",9.3,"Low Fat",0.02856643,"Baking Goods",193.0136,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4860.34,"train",14,"Food"
"FDH28",15.85,"Regular",0.1104792,"Frozen Foods",36.7506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",531.3084,"train",4,"Food"
"NCU53",5.485,"Low Fat",0.04283851,"Health and Hygiene",163.7842,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1657.842,"train",11,"Non-Consumable"
"FDL44",18.25,"Low Fat",0.0122649,"Fruits and Vegetables",162.8894,"OUT013",1987,"High","Tier 3","Supermarket Type1",3397.577,"train",26,"Food"
"FDI22",12.6,"Low Fat",0.09613237,"Snack Foods",208.9612,"OUT013",1987,"High","Tier 3","Supermarket Type1",4181.224,"train",26,"Food"
"DRM37",15.35,"Low Fat",0.1687801,"Soft Drinks",197.8768,"OUT019",1985,"Small","Tier 1","Grocery Store",197.0768,"train",28,"Drinks"
"FDX40",12.85,"Low Fat",0.0991939,"Frozen Foods",38.1164,"OUT045",2002,"Small","Tier 2","Supermarket Type1",656.4788,"train",11,"Food"
"DRG15",6.13,"Low Fat",0.07672139,"Dairy",59.4536,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2021.369,"train",9,"Drinks"
"FDV19",14.85,"Regular",0.06173052,"Fruits and Vegetables",159.1578,"OUT019",1985,"Small","Tier 1","Grocery Store",160.4578,"train",28,"Food"
"DRF01",5.655,"Low Fat",0.1749345,"Soft Drinks",145.0102,"OUT013",1987,"High","Tier 3","Supermarket Type1",1895.533,"train",26,"Drinks"
"NCV54",11.1,"Low Fat",0.0345,"Household",119.1124,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1303.636,"train",16,"Non-Consumable"
"FDO21",11.6,"Regular",0.009802791,"Snack Foods",223.0404,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1125.202,"train",4,"Food"
"FDA40",16,"Regular",0.09942555,"Frozen Foods",87.0856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",527.3136,"train",14,"Food"
"FDE59",12.15,"Low Fat",0.06238466,"Starchy Foods",34.6532,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",719.064,"train",14,"Food"
"FDX47",6.55,"Regular",0.03474531,"Breads",158.8288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4399.606,"train",4,"Food"
"FDW34",9.6,"Low Fat",0.03557913,"Snack Foods",244.417,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1944.136,"train",16,"Food"
"NCM30",19.1,"Low Fat",0.06756954,"Household",43.0796,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",619.194,"train",4,"Non-Consumable"
"FDA02",14,"Regular",0.02969793,"Dairy",143.0786,"OUT013",1987,"High","Tier 3","Supermarket Type1",3178.529,"train",26,"Food"
"FDV19",14.85,"Regular",0.03525037,"Fruits and Vegetables",160.9578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2246.409,"train",9,"Food"
"FDT48",4.92,"Low Fat",0.04591679,"Baking Goods",198.8084,"OUT013",1987,"High","Tier 3","Supermarket Type1",2976.126,"train",26,"Food"
"FDD09",13.5,"Low Fat",0.02154,"Fruits and Vegetables",182.4976,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1629.878,"train",11,"Food"
"FDZ25",15.7,"Regular",0.02767305,"Canned",169.279,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3735.138,"train",11,"Food"
"NCE19",8.97,"Low Fat",0.09299703,"Household",55.2956,"OUT035",2004,"Small","Tier 2","Supermarket Type1",873.5296,"train",9,"Non-Consumable"
"DRE25",15.35,"Low Fat",0.07328319,"Soft Drinks",91.812,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1771.028,"train",16,"Drinks"
"FDC14",14.5,"Regular",0.04104932,"Canned",41.2454,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1342.253,"train",28,"Food"
"FDO15",16.75,"Regular",0.008525061,"Meat",72.5038,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2512.729,"train",28,"Food"
"FDC46",17.7,"Low Fat",0.1172017,"Snack Foods",184.0266,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2397.546,"train",6,"Food"
"NCX42",6.36,"Low Fat",0.005977465,"Household",163.3526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2631.242,"train",9,"Non-Consumable"
"FDK52",18.25,"Low Fat",0.0747,"Frozen Foods",225.3062,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4288.418,"train",28,"Food"
"FDD04",16,"Low Fat",0.1575281,"Dairy",142.9154,"OUT019",1985,"Small","Tier 1","Grocery Store",141.8154,"train",28,"Food"
"FDF12",8.235,"Low Fat",0.08242785,"Baking Goods",149.3076,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2808.344,"train",16,"Food"
"NCL41",12.35,"Low Fat",0.04180252,"Health and Hygiene",34.8216,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",311.5944,"train",14,"Non-Consumable"
"NCW41",18,"Low Fat",0.01545038,"Health and Hygiene",158.9604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1584.604,"train",16,"Non-Consumable"
"FDO60",20,"Low Fat",0.05752754,"Baking Goods",43.1086,"OUT010",1998,"Small","Tier 3","Grocery Store",89.2172,"train",15,"Food"
"FDZ55",6.055,"Low Fat",0.02551221,"Fruits and Vegetables",159.692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5592.72,"train",4,"Food"
"FDZ59",6.63,"Regular",0.1741108,"Baking Goods",166.85,"OUT010",1998,"Small","Tier 3","Grocery Store",499.35,"train",15,"Food"
"FDO24",11.1,"Low Fat",0.1753623,"Baking Goods",158.9604,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4436.891,"train",28,"Food"
"FDW14",8.3,"Regular",0.03836719,"Dairy",87.1198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",959.4178,"train",4,"Food"
"FDD40",20.25,"Regular",0.01478105,"Dairy",193.8162,"OUT013",1987,"High","Tier 3","Supermarket Type1",3463.492,"train",26,"Food"
"FDJ38",8.6,"Regular",0.04026804,"Canned",191.453,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1707.777,"train",14,"Food"
"NCO54",19.5,"Low Fat",0.01435503,"Household",55.4614,"OUT017",2007,"Small","Tier 2","Supermarket Type1",552.614,"train",6,"Non-Consumable"
"FDJ10",5.095,"Regular",0.1297663,"Snack Foods",141.6838,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3231.127,"train",11,"Food"
"FDK27",11,"Low Fat",0.008997141,"Meat",119.9756,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1938.81,"train",6,"Food"
