"Item_Weight","Item_Fat_Content_Low Fat","Item_Fat_Content_Regular","Item_Visibility","Item_MRP","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Outlet_Years","Item_Outlet_Sales"
9.395,1,0,0.09927469,104.528,0,1,0,1,0,0,0,1,0,0,14,852.224
4.59,1,0,0.07072166,113.286,1,0,0,0,0,1,0,1,0,0,26,1471.418
5.98,1,0,0.04355461,148.2418,0,0,1,0,1,0,0,1,0,0,9,2354.269
6.46,0,1,0.04923932,144.4102,0,1,0,1,0,0,0,1,0,0,14,4374.306
7.02,1,0,0.08114883,146.8734,0,0,1,0,1,0,0,1,0,0,9,3563.362
8.52,1,0,0.02705424,151.5682,0,0,1,0,1,0,0,1,0,0,9,3506.769
12.6,0,1,0.0367731,250.3092,0,0,1,0,0,1,1,0,0,0,15,249.0092
5.94,0,1,0.04916332,186.4556,0,0,1,0,0,1,1,0,0,0,15,563.2668
16.25,1,0,0.07816874,91.3804,0,0,1,1,0,0,0,1,0,0,16,1653.847
10.695,1,0,0.05337973,56.7904,0,1,0,1,0,0,0,1,0,0,14,1113.218
5.88,0,1,0.030419,103.099,0,0,1,0,1,0,0,1,0,0,6,1341.587
9.3,1,0,0.1116736,65.7826,0,1,0,0,0,1,0,0,1,0,4,968.739
19.5,0,1,0.02734153,158.292,0,0,1,0,1,0,0,1,0,0,9,3994.8
5.82,0,1,0.07763404,256.433,0,1,0,0,0,1,0,0,1,0,4,3844.995
8.68,1,0,0.008835694,96.5384,0,0,1,1,0,0,0,1,0,0,16,1182.461
15.7,1,0,0.05599029,153.2024,0,0,1,1,0,0,0,1,0,0,16,3795.06
9.1,0,1,0.00799548,78.5618,0,1,0,0,0,1,0,0,0,1,28,2255.73
12.8,1,0,0.07636987,97.241,0,1,0,0,0,1,0,0,1,0,4,1448.115
15.1,1,0,0.09535106,158.6604,0,0,1,0,1,0,0,1,0,0,11,2535.366
7.31,1,0,0.02678387,108.157,0,0,1,0,1,0,0,1,0,0,9,1098.57
18.25,1,0,0.01520491,197.2084,0,1,0,0,0,1,0,0,0,1,28,4166.576
12.35,1,0,0.09975783,113.9518,0,0,1,1,0,0,0,1,0,0,16,910.8144
16.6,1,0,0.0424,117.3124,1,0,0,0,0,1,0,1,0,0,26,2014.711
14.35,0,1,0.09089645,231.2984,0,0,1,0,1,0,0,1,0,0,9,6024.158
7.075,1,0,0.02260206,98.1068,0,1,0,1,0,0,0,1,0,0,14,1458.102
18.25,1,0,0.0442503,174.708,0,0,1,1,0,0,0,1,0,0,16,2423.512
13.1,1,0,0.07588592,165.1158,0,1,0,0,0,1,0,0,1,0,4,1504.042
7.68,1,0,0.1531779,85.2224,0,1,0,0,0,1,0,0,1,0,4,1278.336
19.7,0,1,0.0696,197.911,0,0,1,0,1,0,0,1,0,0,11,1767.699
8.52,1,0,0.02711424,151.9682,0,0,1,0,1,0,0,1,0,0,11,1677.15
17.75,0,1,0.04963457,140.2838,0,0,1,0,0,1,1,0,0,0,15,280.9676
16.85,0,1,0.0592,112.2544,0,1,0,0,0,1,0,0,0,1,28,3914.904
5.785,0,1,0.04058715,180.366,0,0,1,0,1,0,0,1,0,0,6,1258.362
5.945,1,0,0.09300862,127.8652,0,0,1,0,1,0,0,1,0,0,9,2195.808
18.25,0,1,0.1717943,154.663,0,0,1,0,1,0,0,1,0,0,6,2659.871
8.68,1,0,0.008828341,99.9384,1,0,0,0,0,1,0,1,0,0,26,689.7688
11.65,1,0,0.03385819,113.386,0,0,1,1,0,0,0,1,0,0,16,2603.278
19.25,0,1,0.03484109,141.1496,0,1,0,0,0,1,0,0,1,0,4,282.2992
16.2,1,0,0.08425957,192.3162,0,0,1,0,0,1,1,0,0,0,15,769.6648
13,0,1,0.08344438,195.8426,1,0,0,0,0,1,0,1,0,0,26,4152.595
17.75,1,0,0.03049732,256.9672,0,0,1,0,1,0,0,1,0,0,11,1534.003
12.15,1,0,0.1311798,245.246,0,0,1,1,0,0,0,1,0,0,16,3202.498
6.32,1,0,0.01273772,38.5822,0,1,0,1,0,0,0,1,0,0,14,353.5398
17.25,0,1,0.1591653,63.4194,0,0,1,0,1,0,0,1,0,0,9,1547.985
7.72,1,0,0.1220157,121.744,0,1,0,0,0,1,0,0,1,0,4,2277.036
18.85,0,1,0.06809132,120.644,0,0,1,0,1,0,0,1,0,0,11,3475.476
19.7,1,0,0.06731407,175.137,0,0,1,0,1,0,0,1,0,0,6,2822.992
14.5,0,1,0.04124907,40.5454,0,0,1,1,0,0,0,1,0,0,16,1216.417
17.7,1,0,0.1743405,116.6834,0,0,1,0,1,0,0,1,0,0,9,3570.685
15.7,0,1,0.1145434,113.7202,0,0,1,0,1,0,0,1,0,0,9,3263.086
9.695,1,0,0.02969328,159.792,0,1,0,0,0,1,0,0,1,0,4,2716.464
11.8,0,1,0.1070572,224.1772,0,0,1,1,0,0,0,1,0,0,16,3558.035
5.985,1,0,0.009921107,183.6924,0,0,1,1,0,0,1,0,0,0,28,555.2772
7.935,1,0,0.03158305,260.991,0,1,0,0,0,1,0,0,0,1,28,7100.757
15.2,1,0,0.09704374,116.8492,0,0,1,0,1,0,0,1,0,0,9,2664.532
8.77,0,1,0.04676263,170.8422,0,0,1,0,1,0,0,1,0,0,9,1724.422
19.7,1,0,0.06490949,88.5198,0,0,1,0,1,0,0,1,0,0,9,1308.297
10.5,1,0,0.01130548,235.5248,0,1,0,1,0,0,0,1,0,0,14,4740.496
15.1,0,1,0.0974,146.2786,0,0,1,0,0,1,1,0,0,0,15,433.4358
5.405,0,1,0.05357666,200.5742,1,0,0,0,0,1,0,1,0,0,26,2388.89
20.35,0,1,0.1509477,81.0276,1,0,0,0,0,1,0,1,0,0,26,1868.235
9.27,1,0,0.1081816,149.605,0,0,1,1,0,0,1,0,0,0,28,449.415
5.785,0,1,0.03874954,262.0252,0,0,1,0,1,0,0,1,0,0,9,4459.528
11.8,1,0,0.1137909,185.3924,0,1,0,0,0,1,0,0,1,0,4,370.1848
13.65,1,0,0.06531302,47.1402,0,1,0,0,0,1,0,0,0,1,28,1516.027
12.5,1,0,0.0743,127.102,0,0,1,0,1,0,0,1,0,0,6,253.004
6.11,0,1,0.1528135,45.6086,0,0,1,0,1,0,0,1,0,0,6,1025.998
7.105,1,0,0.04477147,58.2562,1,0,0,0,0,1,0,1,0,0,26,592.562
8.5,1,0,0.09808323,50.3324,0,0,1,0,1,0,0,1,0,0,11,675.1212
16.7,0,1,0.06121901,100.0384,0,0,1,0,1,0,0,1,0,0,6,1970.768
17.1,0,1,0.04707332,138.6838,0,0,1,0,1,0,0,1,0,0,6,2950.16
8.325,1,0,0.02995331,39.5138,0,0,1,0,1,0,0,1,0,0,6,568.5932
15.85,1,0,0.0553,55.1956,1,0,0,0,0,1,0,1,0,0,26,1255.699
20.5,1,0,0.04052075,153.934,0,0,1,1,0,0,1,0,0,0,28,153.134
18.75,1,0,0.05255451,190.3504,0,1,0,0,0,1,0,0,0,1,28,1917.504
12.15,1,0,0.01851465,252.7698,0,0,1,0,1,0,0,1,0,0,6,5834.405
15.85,1,0,0.07871426,37.2506,0,0,1,0,1,0,0,1,0,0,11,493.3578
17.1,1,0,0.0541973,83.5566,0,0,1,0,1,0,0,1,0,0,9,1860.245
15.5,1,0,0.1034423,144.847,0,0,1,1,0,0,0,1,0,0,16,2433.499
14.15,1,0,0.09536019,172.3106,0,0,1,0,1,0,0,1,0,0,9,3251.101
6.65,1,0,0.05303186,149.1734,0,1,0,0,0,1,0,0,0,1,28,4454.202
6.865,1,0,0.0139906,127.6652,0,0,1,0,1,0,0,1,0,0,9,2841.634
16.5,0,1,0.06623702,183.1292,0,0,1,0,1,0,0,1,0,0,9,6385.022
14.5,1,0,0.08976121,159.4604,0,0,1,0,1,0,0,1,0,0,9,2376.906
19.35,0,1,0.01863822,110.2544,0,1,0,0,0,1,0,0,1,0,4,1677.816
8.51,1,0,0.01617634,192.1478,0,1,0,0,0,1,0,0,1,0,4,1937.478
6.65,1,0,0.08919639,147.0734,0,0,1,0,0,1,1,0,0,0,15,296.9468
7.39,1,0,0.0927829,252.6066,0,0,1,1,0,0,0,1,0,0,16,2259.059
10.895,1,0,0.0358031,130.3284,0,1,0,1,0,0,0,1,0,0,14,2504.74
8.63,0,1,0.02827134,170.5422,0,0,1,0,1,0,0,1,0,0,9,2069.306
7.75,1,0,0.04323882,92.5436,0,0,1,1,0,0,0,1,0,0,16,1701.785
12.15,1,0,0.03795531,62.8826,0,1,0,1,0,0,0,1,0,0,14,710.4086
18.25,1,0,0.08918608,194.3452,0,1,0,0,0,1,0,0,1,0,4,4502.14
19.85,1,0,0.04456666,88.5856,0,1,0,1,0,0,0,1,0,0,14,703.0848
9.3,1,0,0.02863828,195.8136,0,1,0,0,0,1,0,0,1,0,4,2138.55
19.35,0,1,0.0577623,237.3564,0,1,0,0,0,1,0,0,0,1,28,2145.208
5.98,1,0,0.0757112,55.6614,0,0,1,0,1,0,0,1,0,0,11,331.5684
9.195,1,0,0.02776758,82.1592,0,0,1,1,0,0,1,0,0,0,28,412.796
7.02,1,0,0.0498654,82.925,0,0,1,1,0,0,0,1,0,0,16,1165.15
7.72,1,0,0.05206148,76.7986,0,1,0,1,0,0,0,1,0,0,14,1324.276
5.925,0,1,0.09638705,45.6086,1,0,0,0,0,1,0,1,0,0,26,356.8688
9.695,0,1,0.1281765,224.8404,1,0,0,0,0,1,0,1,0,0,26,3600.646
12.6,1,0,0.06411072,122.3414,0,0,1,1,0,0,0,1,0,0,16,243.6828
15.6,0,1,0.03556134,112.1518,0,1,0,1,0,0,0,1,0,0,14,1821.629
16.7,0,1,0.119648,180.9976,0,1,0,1,0,0,0,1,0,0,14,4165.245
18,0,1,0.2388319,88.2514,0,0,1,0,0,1,1,0,0,0,15,88.5514
12.65,0,1,0.07567634,190.4846,0,1,0,0,0,1,0,0,0,1,28,8789.892
20.85,1,0,0.02141668,104.6306,0,1,0,0,0,1,0,0,1,0,4,1149.837
5.88,1,0,0.0247668,151.0392,0,1,0,0,0,1,0,0,0,1,28,3281.062
18.7,0,1,0.07069173,230.201,0,0,1,1,0,0,0,1,0,0,16,5742.525
8.42,0,1,0.03069331,228.0352,0,1,0,0,0,1,0,0,0,1,28,10306.58
18.85,1,0,0.05567158,133.3284,0,0,1,0,1,0,0,1,0,0,6,263.6568
11.65,1,0,0.04050723,186.924,0,0,1,0,1,0,0,1,0,0,9,2237.088
16.5,1,0,0.03562632,93.112,1,0,0,0,0,1,0,1,0,0,26,932.12
15.6,1,0,0.1436889,128.1994,0,1,0,0,0,1,0,0,1,0,4,2184.49
12.3,0,1,0.1065429,173.2396,0,0,1,0,1,0,0,1,0,0,11,3139.913
13.6,0,1,0.2086625,231.83,0,0,1,1,0,0,1,0,0,0,28,466.06
10.65,1,0,0.02410706,56.6272,0,0,1,0,1,0,0,1,0,0,6,447.4176
16.2,1,0,0.1040585,102.499,0,0,1,0,1,0,0,1,0,0,6,2063.98
10.5,0,1,0.04840339,48.2376,0,1,0,0,0,1,0,0,1,0,4,527.3136
16.85,0,1,0.0263914,92.812,0,1,0,0,0,1,0,0,0,1,28,2609.936
7.55,0,1,0.03100738,123.4072,0,0,1,0,1,0,0,1,0,0,11,2082.622
7,1,0,0.1506724,104.728,0,1,0,0,0,1,0,0,0,1,28,2450.144
13.35,0,1,0.1495986,179.466,0,1,0,1,0,0,0,1,0,0,14,3775.086
16,1,0,0.07729036,44.5086,0,0,1,0,1,0,0,1,0,0,6,713.7376
11.35,0,1,0.07875865,103.0016,0,0,1,1,0,0,1,0,0,0,28,202.4032
16.85,1,0,0.03635989,90.7488,1,0,0,0,0,1,0,1,0,0,26,2263.72
8.185,1,0,0.04674707,49.9692,0,0,1,0,1,0,0,1,0,0,6,837.5764
19.7,1,0,0.0377,125.9362,0,1,0,1,0,0,0,1,0,0,14,1635.871
10.8,1,0,0.04186585,189.7214,0,0,1,1,0,0,0,1,0,0,16,5841.063
12.6,0,1,0.03171313,172.5764,0,0,1,0,1,0,0,1,0,0,6,1030.658
16.7,1,0,0.07044068,216.885,0,1,0,0,0,1,0,0,1,0,4,6275.165
13.1,1,0,0.006087409,185.0898,0,1,0,0,0,1,0,0,1,0,4,1870.898
14.85,0,1,0.03545646,162.2578,0,0,1,0,1,0,0,1,0,0,6,3690.529
7.02,1,0,0.142108,150.3734,0,0,1,1,0,0,1,0,0,0,28,296.9468
13,0,1,0.03006413,58.022,1,0,0,0,0,1,0,1,0,0,26,898.83
12.1,1,0,0.02978136,146.9444,0,0,1,1,0,0,0,1,0,0,16,1596.588
11.3,1,0,0.05638785,245.4118,1,0,0,0,0,1,0,1,0,0,26,6669.319
10,1,0,0.03865361,245.4144,1,0,0,0,0,1,0,1,0,0,26,7105.418
20.6,1,0,0.08317241,121.0756,0,0,1,0,1,0,0,1,0,0,11,1696.458
11.5,0,1,0.02056592,86.054,0,0,1,0,1,0,0,1,0,0,9,1384.864
11.8,1,0,0.008609602,114.8492,0,0,1,0,1,0,0,1,0,0,6,1390.19
8.895,1,0,0.1211807,177.037,0,0,1,0,0,1,1,0,0,0,15,176.437
9.3,1,0,0.1747039,104.0964,0,0,1,0,1,0,0,1,0,0,11,1788.339
16.2,0,1,0.1278004,177.037,0,1,0,0,0,1,0,0,0,1,28,4587.362
19.1,1,0,0.2967137,171.8422,0,0,1,0,0,1,1,0,0,0,15,1034.653
17.85,1,0,0.01812595,94.9094,0,0,1,0,1,0,0,1,0,0,6,761.6752
6.445,1,0,0.02985971,94.1436,0,0,1,0,1,0,0,1,0,0,6,1418.154
12.65,1,0,0.1162032,53.5324,0,0,1,0,0,1,1,0,0,0,15,415.4592
13.15,1,0,0.09264951,157.8604,0,0,1,0,1,0,0,1,0,0,9,3803.05
15,1,0,0.08119704,121.7414,0,0,1,1,0,0,1,0,0,0,28,365.5242
15,1,0,0.04907018,61.9168,0,0,1,0,1,0,0,1,0,0,9,767.0016
11.65,1,0,0.1313948,151.9024,1,0,0,0,0,1,0,1,0,0,26,1669.826
20.1,0,1,0.0531,152.2366,0,0,1,0,0,1,1,0,0,0,15,151.1366
17.35,1,0,0.042,102.9016,0,0,1,1,0,0,0,1,0,0,16,1922.83
18.1,1,0,0.02252629,95.0094,0,0,1,0,1,0,0,1,0,0,6,1713.769
8.5,1,0,0.163839,51.3324,0,0,1,0,0,1,1,0,0,0,15,311.5944
14.1,1,0,0.1134971,56.1956,0,0,1,0,1,0,0,1,0,0,11,1364.89
11.8,0,1,0.09418548,126.2704,0,0,1,0,1,0,0,1,0,0,6,2002.726
6.035,1,0,0.1411385,155.0998,1,0,0,0,0,1,0,1,0,0,26,3691.195
7.07,1,0,0.1640061,113.2834,0,0,1,1,0,0,1,0,0,0,28,575.917
12.5,1,0,0.1731411,168.4448,0,0,1,0,0,1,1,0,0,0,15,170.4448
20.85,1,0,0.03955502,116.8808,0,0,1,0,1,0,0,1,0,0,9,820.2656
14,0,1,0.03758088,162.6526,0,1,0,1,0,0,0,1,0,0,14,4275.768
17.25,1,0,0.03506432,92.412,0,0,1,1,0,0,0,1,0,0,16,1304.968
11.5,1,0,0.01767801,129.2626,0,0,1,0,1,0,0,1,0,0,11,1705.114
6.675,1,0,0.04198664,93.2462,0,1,0,1,0,0,0,1,0,0,14,1480.739
5.8,1,0,0.1309558,90.3172,0,0,1,1,0,0,0,1,0,0,16,1338.258
8.895,1,0,0.02649273,208.4954,0,0,1,0,1,0,0,1,0,0,6,6251.862
7.67,1,0,0.185131,32.9216,0,1,0,1,0,0,0,1,0,0,14,588.5672
10.895,1,0,0.02693467,106.128,0,0,1,0,1,0,0,1,0,0,11,319.584
8.21,1,0,0.0104,148.2392,0,0,1,0,1,0,0,1,0,0,11,1491.392
8.575,1,0,0.02386608,107.128,1,0,0,0,0,1,0,1,0,0,26,958.752
7.75,1,0,0.04341496,93.1436,0,1,0,0,0,1,0,0,1,0,4,1418.154
15.7,1,0,0.03055495,41.877,0,1,0,0,0,1,0,0,0,1,28,1125.202
16.1,1,0,0.02346312,190.6846,0,1,0,0,0,1,0,0,0,1,28,9554.23
12.35,0,1,0.03395183,197.2426,0,0,1,0,1,0,0,1,0,0,6,2966.139
17.7,1,0,0.1742283,117.1834,1,0,0,0,0,1,0,1,0,0,26,691.1004
8.52,1,0,0.02716959,151.0682,0,1,0,0,0,1,0,0,1,0,4,1829.618
18.2,1,0,0.1630653,43.3086,0,0,1,0,1,0,0,1,0,0,9,758.3462
16.2,1,0,0.05844418,73.0696,0,0,1,1,0,0,1,0,0,0,28,223.7088
16,1,0,0.0570493,225.9404,0,0,1,0,1,0,0,1,0,0,9,1350.242
8.63,0,1,0.03296082,115.0518,0,1,0,1,0,0,0,1,0,0,14,1366.222
10.8,0,1,0.0454,40.7138,0,0,1,0,1,0,0,1,0,0,6,406.138
18.75,1,0,0.05302537,192.5504,0,1,0,0,0,1,0,0,1,0,4,2109.254
5.78,1,0,0.09630602,161.9552,1,0,0,0,0,1,0,1,0,0,26,2111.918
13.8,0,1,0.01476299,90.7172,0,0,1,0,1,0,0,1,0,0,11,1338.258
17.75,0,1,0.06744663,184.724,1,0,0,0,0,1,0,1,0,0,26,1677.816
11.5,0,1,0.04217367,194.682,0,1,0,0,0,1,0,0,1,0,4,2316.984
11.8,1,0,0.008578539,117.6492,0,0,1,0,1,0,0,1,0,0,11,1158.492
15.1,1,0,0.05615591,140.5496,0,0,1,0,1,0,0,1,0,0,6,2681.842
17.7,1,0,0.3053054,116.6834,0,0,1,1,0,0,1,0,0,0,28,460.7336
8.85,0,1,0.1125712,122.0388,1,0,0,0,0,1,0,1,0,0,26,1609.904
12.6,1,0,0.0832219,174.5054,0,0,1,0,1,0,0,1,0,0,6,2626.581
13.8,0,1,0.06419514,75.8012,0,0,1,0,1,0,0,1,0,0,9,1138.518
6.115,0,1,0.007055292,188.653,0,1,0,1,0,0,0,1,0,0,14,3605.307
17.25,1,0,0.07070383,170.3764,0,0,1,0,0,1,1,0,0,0,15,343.5528
15.5,1,0,0.1029413,142.047,0,1,0,0,0,1,0,0,0,1,28,2719.793
6.26,0,1,0.009887927,150.7366,0,0,1,0,1,0,0,1,0,0,11,2418.186
13.5,1,0,0.1012317,86.254,0,0,1,0,0,1,1,0,0,0,15,173.108
19.6,1,0,0.06911295,90.1514,0,0,1,0,0,1,1,0,0,0,15,442.757
17,0,1,0.1388463,263.7884,0,1,0,0,0,1,0,0,0,1,28,1324.942
11.5,1,0,0.1710506,126.3704,0,0,1,0,1,0,0,1,0,0,9,3880.282
14.65,1,0,0.1777,54.9614,0,1,0,1,0,0,0,1,0,0,14,552.614
8.89,1,0,0.005496816,102.8016,0,1,0,0,0,1,0,0,1,0,4,1012.016
8.02,1,0,0.03325908,154.2972,0,0,1,0,0,1,1,0,0,0,15,1090.58
18.7,0,1,0.09209592,183.3292,0,0,1,0,1,0,0,1,0,0,6,2006.721
7.405,1,0,0.01529554,89.7146,0,1,0,1,0,0,0,1,0,0,14,547.2876
5.98,1,0,0.0435266,148.4418,1,0,0,0,0,1,0,1,0,0,26,2354.269
14.3,0,1,0.0494356,209.7586,0,1,0,0,0,1,0,0,0,1,28,5487.524
18.6,1,0,0.0276107,149.5366,0,0,1,1,0,0,1,0,0,0,28,604.5464
15.2,1,0,0.01214104,48.7034,0,0,1,0,1,0,0,1,0,0,11,680.4476
12.1,1,0,0.02994982,146.3444,0,0,1,0,1,0,0,1,0,0,6,3773.754
11.35,1,0,0.05393932,52.1008,0,0,1,1,0,0,1,0,0,0,28,50.6008
9.285,0,1,0.0204,161.5578,0,0,1,1,0,0,0,1,0,0,16,4653.276
11.5,0,1,0.07354107,192.282,0,0,1,1,0,0,1,0,0,0,28,386.164
8.155,1,0,0.1999359,188.453,0,0,1,0,0,1,1,0,0,0,15,379.506
9.3,1,0,0.04303335,89.4172,0,1,0,1,0,0,0,1,0,0,14,1159.824
13.85,1,0,0.03457036,117.4492,0,0,1,1,0,0,0,1,0,0,16,3243.778
16.7,0,1,0.05473969,65.7168,0,0,1,0,1,0,0,1,0,0,11,1086.586
11.15,0,1,0.1054714,105.8648,0,1,0,1,0,0,0,1,0,0,14,1973.431
16.7,0,1,0.0426109,117.2782,0,0,1,0,1,0,0,1,0,0,9,715.0692
17,1,0,0.1267583,124.5362,0,1,0,0,0,1,0,0,1,0,4,1132.526
7.365,1,0,0.04252483,228.372,1,0,0,0,0,1,0,1,0,0,26,4527.44
16.5,1,0,0.07381379,207.2638,0,0,1,0,1,0,0,1,0,0,9,5383.659
13.8,1,0,0.09725162,245.7802,0,0,1,0,0,1,1,0,0,0,15,245.6802
17.6,1,0,0.01400875,171.3422,0,0,1,1,0,0,1,0,0,0,28,862.211
18.7,1,0,0.02442574,52.9324,0,0,1,0,0,1,1,0,0,0,15,51.9324
7.905,1,0,0.01001232,250.4408,0,0,1,1,0,0,0,1,0,0,16,3004.09
13.65,0,1,0.184454,211.4902,0,1,0,1,0,0,0,1,0,0,14,4035.414
17.6,1,0,0.105042,163.8868,0,1,0,1,0,0,0,1,0,0,14,3111.949
15.5,1,0,0.05358959,44.177,0,1,0,0,0,1,0,0,1,0,4,173.108
17.25,0,1,0.1257346,41.748,0,1,0,0,0,1,0,0,1,0,4,199.74
6.89,0,1,0.1367051,194.882,0,0,1,0,1,0,0,1,0,0,11,4440.886
7.81,0,1,0.03412912,165.1158,0,1,0,0,0,1,0,0,1,0,4,1838.274
20.2,1,0,0.1003193,188.6898,0,1,0,0,0,1,0,0,1,0,4,3367.616
19.6,1,0,0.03373727,56.6614,0,1,0,0,0,1,0,0,0,1,28,607.8754
10.3,0,1,0.03056923,113.1176,0,0,1,1,0,0,0,1,0,0,16,4695.222
4.635,1,0,0.1408625,126.4994,0,0,1,0,1,0,0,1,0,0,9,1670.492
6.465,1,0,0.2083977,265.2884,0,0,1,0,0,1,1,0,0,0,15,264.9884
6.03,1,0,0.03975124,176.9028,0,0,1,1,0,0,1,0,0,0,28,708.4112
6.61,0,1,0.028,186.4898,0,0,1,0,1,0,0,1,0,0,11,2993.437
19.6,0,1,0.127416,167.4816,0,1,0,0,0,1,0,0,0,1,28,1006.69
9.1,1,0,0.2914388,126.8362,0,0,1,0,0,1,1,0,0,0,15,125.8362
5.15,0,1,0.06112617,122.5388,1,0,0,0,0,1,0,1,0,0,26,371.5164
5.59,0,1,0.05632872,63.9168,0,1,0,0,0,1,0,0,0,1,28,1597.92
18,1,0,0.03901099,147.7418,0,0,1,1,0,0,0,1,0,0,16,4119.97
10.1,1,0,0.09386236,115.9492,0,0,1,0,0,1,1,0,0,0,15,231.6984
17.5,1,0,0.01548502,185.6266,0,1,0,0,0,1,0,0,0,1,28,4979.518
9.3,0,1,0.03327607,153.8314,0,1,0,0,0,1,0,0,0,1,28,3723.154
8.21,1,0,0.01078116,149.9392,0,1,0,1,0,0,0,1,0,0,14,1938.81
7.81,1,0,0.06773008,242.6486,0,1,0,0,0,1,0,0,1,0,4,2199.137
12.15,1,0,0.01841051,252.1698,0,0,1,1,0,0,0,1,0,0,16,2283.028
19.35,0,1,0.08307983,80.3644,0,0,1,0,0,1,1,0,0,0,15,157.1288
15.6,0,1,0.176244,173.6764,0,0,1,0,0,1,1,0,0,0,15,515.3292
7.365,1,0,0.1602166,93.512,0,1,0,1,0,0,0,1,0,0,14,1677.816
9.5,0,1,0.04867632,187.7898,0,0,1,0,1,0,0,1,0,0,9,2057.988
9.695,1,0,0.07010342,179.4344,0,1,0,0,0,1,0,0,0,1,28,5888.335
5.73,1,0,0.04555668,85.3882,0,1,0,0,0,1,0,0,1,0,4,1288.323
15.1,1,0,0.07619376,89.783,0,1,0,1,0,0,0,1,0,0,14,2247.075
6.765,0,1,0.08718749,105.5306,1,0,0,0,0,1,0,1,0,0,26,1567.959
14.85,0,1,0.03531185,160.9578,0,1,0,1,0,0,0,1,0,0,14,4813.734
6.11,0,1,0.1030809,131.2968,0,1,0,1,0,0,0,1,0,0,14,1957.452
20.1,1,0,0.07504932,110.4228,0,0,1,0,1,0,0,1,0,0,6,1105.228
5.73,1,0,0.04546387,85.2882,0,0,1,0,1,0,0,1,0,0,11,2061.317
9.3,1,0,0.0159448,249.5092,0,1,0,0,0,1,0,0,0,1,28,6474.239
6.785,0,1,0.02297481,208.7928,0,0,1,1,0,0,0,1,0,0,16,5890.998
8.645,1,0,0.02162978,51.9982,0,0,1,0,1,0,0,1,0,0,11,999.3658
14.85,1,0,0.03251655,188.8214,0,0,1,1,0,0,1,0,0,0,28,753.6856
15.6,1,0,0.08103644,112.3544,1,0,0,0,0,1,0,1,0,0,26,2572.651
7.76,1,0,0.05947261,98.77,0,0,1,0,1,0,0,1,0,0,11,1298.31
9.195,0,1,0.0470814,51.1666,1,0,0,0,0,1,0,1,0,0,26,1179.132
9.8,1,0,0.0472604,102.8016,0,1,0,1,0,0,0,1,0,0,14,1922.83
18.25,1,0,0.1486736,197.2452,0,0,1,0,0,1,1,0,0,0,15,195.7452
21.25,1,0,0.1560126,177.337,0,1,0,0,0,1,0,0,1,0,4,2822.992
7.235,1,0,0.07701149,117.3492,0,0,1,0,1,0,0,1,0,0,11,1506.04
20.25,0,1,0.07614605,197.0794,0,0,1,0,1,0,0,1,0,0,9,4681.906
15.85,1,0,0.1358369,93.8094,0,1,0,0,0,1,0,0,0,1,28,3237.12
10.1,1,0,0.03006222,154.3656,0,1,0,0,0,1,0,0,0,1,28,2471.45
18,1,0,0.008575615,80.2618,0,1,0,0,0,1,0,0,1,0,4,644.4944
7.02,1,0,0.08109664,148.4734,1,0,0,0,0,1,0,1,0,0,26,3563.362
15.1,0,1,0.1000608,144.0786,0,0,1,0,1,0,0,1,0,0,11,2600.615
8.68,1,0,0.008834023,100.0384,0,0,1,0,1,0,0,1,0,0,9,2266.383
21.2,0,1,0.007069662,175.7738,0,1,0,0,0,1,0,0,1,0,4,1911.512
16.6,1,0,0.04616192,176.6344,0,0,1,0,0,1,1,0,0,0,15,356.8688
12.15,1,0,0.07959273,37.3506,0,0,1,0,1,0,0,1,0,0,11,645.1602
16.25,1,0,0.02577699,169.9474,0,1,0,1,0,0,0,1,0,0,14,2863.606
11.5,1,0,0.02096061,133.2942,1,0,0,0,0,1,0,1,0,0,26,2649.884
5.73,1,0,0.0474,87.3882,0,1,0,0,0,1,0,0,0,1,28,1374.211
13.15,1,0,0.02071591,83.5566,0,0,1,1,0,0,0,1,0,0,16,1268.349
5.465,0,1,0.04880167,132.1626,0,0,1,0,1,0,0,1,0,0,6,1573.951
14.15,1,0,0.0333,253.7014,0,0,1,0,1,0,0,1,0,0,11,5865.032
12.8,1,0,0.06960568,261.9252,0,0,1,0,1,0,0,1,0,0,9,4984.179
8.655,0,1,0.08837359,119.3756,0,0,1,0,1,0,0,1,0,0,11,1454.107
11.1,0,1,0.03585306,176.8712,0,1,0,0,0,1,0,0,0,1,28,3691.195
9.3,0,1,0.01404119,199.1084,0,1,0,1,0,0,0,1,0,0,14,396.8168
20.6,1,0,0.08347358,120.8756,0,0,1,0,1,0,0,1,0,0,6,1211.756
13.6,0,1,0.07643454,155.8946,0,0,1,1,0,0,1,0,0,0,28,473.3838
19.7,0,1,0.08073703,197.011,0,0,1,1,0,0,0,1,0,0,16,3338.987
14.5,0,1,0.0572,169.6448,0,0,1,0,1,0,0,1,0,0,9,2045.338
10,1,0,0.08915253,147.7102,0,0,1,1,0,0,0,1,0,0,16,437.4306
7.945,1,0,0.01586308,161.821,1,0,0,0,0,1,0,1,0,0,26,2446.815
